lemma,udpos,count,distinct_forms
filtreur,NOUN,6433,4
carcinose,NOUN,6432,2
axisymétrique,ADJ,6431,2
exomphale,NOUN,6431,2
grossoyer,ADJ,6430,4
retirage,NOUN,6430,2
nument,ADV,6429,1
deutéron,NOUN,6429,2
hodographe,NOUN,6429,2
villagisation,NOUN,6428,2
mécréance,NOUN,6427,2
écobuer,VERB,6427,36
interligner,ADJ,6426,4
coûteusement,ADV,6426,1
myotatique,ADJ,6425,2
désindexation,NOUN,6425,2
jupitérien,ADJ,6423,4
arminianisme,NOUN,6422,2
néonatologie,NOUN,6422,2
pronostication,NOUN,6422,2
raygrass,NOUN,6421,1
debater,NOUN,6421,2
scotcher,ADJ,6418,4
couchitique,ADJ,6417,2
volémie,NOUN,6416,2
pentamère,ADJ,6415,2
effleuri,ADJ,6415,4
fertilisateur,ADJ,6415,4
pentamère,NOUN,6415,2
planèze,NOUN,6415,2
rousseau,NOUN,6414,2
lexicométrique,ADJ,6413,2
végétaliser,ADJ,6413,4
bartavelle,NOUN,6413,2
autogamie,NOUN,6412,2
antéhypophyse,NOUN,6411,2
fibromyome,NOUN,6409,2
autoféconder,ADJ,6408,4
glauconite,NOUN,6408,2
psychochirurgie,NOUN,6408,2
thyroglobuline,NOUN,6408,2
délainage,NOUN,6407,2
monétiser,ADJ,6406,4
populationnel,ADJ,6406,4
labri,NOUN,6406,2
plafonnage,NOUN,6406,2
macrocosmique,ADJ,6402,2
shimmy,NOUN,6402,2
khat,NOUN,6401,2
napus,ADJ,6400,1
photocomposeuse,NOUN,6400,2
brouetter,ADJ,6399,4
redevoir,ADJ,6399,5
calorifugeage,NOUN,6398,2
tangon,NOUN,6398,2
dysplasique,ADJ,6397,2
cryogénie,NOUN,6396,2
vahiné,NOUN,6396,2
attitudinal,ADJ,6394,4
brutalisation,NOUN,6394,2
pisolite,NOUN,6394,2
paraphrénie,NOUN,6393,2
néopositiviste,NOUN,6392,2
mutule,NOUN,6391,2
saki,NOUN,6391,2
trioxyde,NOUN,6389,2
hydroperoxyde,NOUN,6388,2
décolleteur,NOUN,6386,4
biomatériau,NOUN,6385,2
caravagesque,NOUN,6385,2
augette,NOUN,6384,2
soviétologue,NOUN,6383,2
monocoque,ADJ,6381,2
analyte,NOUN,6381,2
monocoque,NOUN,6381,2
rhamnose,NOUN,6381,2
matineux,ADJ,6380,3
levalloisien,ADJ,6380,4
acétonémie,NOUN,6379,2
syndicataire,NOUN,6379,2
cortine,NOUN,6377,2
stridor,NOUN,6376,2
fourguer,VERB,6376,36
anthonome,NOUN,6375,2
calypso,NOUN,6373,2
inconcevabilité,NOUN,6373,2
métalliste,ADJ,6371,2
antilibéralisme,NOUN,6371,2
pavoisement,NOUN,6371,2
réappréciation,NOUN,6371,2
crapouillot,NOUN,6370,2
triporteur,NOUN,6368,2
érythropoïèse,NOUN,6368,2
décharner,VERB,6368,36
cranter,ADJ,6366,4
houssine,NOUN,6366,2
inséminateur,NOUN,6366,4
houssiner,VERB,6366,36
thermographe,NOUN,6364,2
toton,NOUN,6364,2
hexadécimal,ADJ,6363,4
caractéristiquement,ADV,6363,1
anaphrodisie,NOUN,6363,2
hydranthe,NOUN,6363,2
vérifiabilité,NOUN,6361,2
impubliable,ADJ,6360,2
entrapercevoir,ADJ,6360,4
récréer,ADJ,6360,4
intouchabilité,NOUN,6360,2
tresseur,NOUN,6360,4
microsphère,NOUN,6359,2
vergeoise,NOUN,6359,2
morphologue,NOUN,6356,2
rôtissoire,NOUN,6356,2
frelater,VERB,6356,36
posthite,NOUN,6353,2
électronvolt,NOUN,6353,44
sordidement,ADV,6352,1
cléricalisation,NOUN,6352,2
sociobiologiste,NOUN,6350,2
garcette,NOUN,6349,2
paléoclimatologie,NOUN,6348,2
zygoma,NOUN,6348,2
confiturerie,NOUN,6347,2
cassement,NOUN,6346,2
oléorésine,NOUN,6346,2
pemmican,NOUN,6346,2
mammalogique,ADJ,6344,2
réitératif,ADJ,6344,4
pépie,NOUN,6344,2
doloriste,NOUN,6343,2
flamingantisme,NOUN,6343,2
linotypiste,NOUN,6343,2
nautisme,NOUN,6343,2
bijectif,ADJ,6342,4
citronné,ADJ,6340,4
explorable,ADJ,6339,2
microgravité,NOUN,6339,2
plumetis,NOUN,6337,1
florence,NOUN,6337,2
viniculture,NOUN,6334,2
infalsifiable,ADJ,6333,2
insécurisant,ADJ,6333,4
lombosacré,ADJ,6333,4
chamaille,NOUN,6331,2
multipliable,ADJ,6330,2
colposcopie,NOUN,6330,2
hétérochromatine,NOUN,6329,2
lilial,ADJ,6328,4
minimex,NOUN,6328,1
dysesthésie,NOUN,6327,2
plagiotrope,ADJ,6326,2
diascordium,NOUN,6326,2
vachette,NOUN,6326,2
fressure,NOUN,6325,2
spiritiste,NOUN,6325,2
bassiner,ADJ,6324,4
panpsychisme,NOUN,6324,2
maritorne,NOUN,6323,2
tiqueté,ADJ,6322,4
hodgkinien,ADJ,6321,4
résiner,ADJ,6321,4
contremine,NOUN,6319,2
intermédier,ADJ,6318,4
strychnos,NOUN,6318,1
antinationaliste,NOUN,6317,2
achronique,ADJ,6316,2
apoptotique,ADJ,6316,2
déconstructionniste,ADJ,6315,2
brillanter,ADJ,6315,4
psychosomaticien,NOUN,6315,4
taveler,VERB,6315,50
xylographe,NOUN,6312,2
blondir,VERB,6312,29
macérateur,ADJ,6309,4
macérateur,NOUN,6309,2
biquet,NOUN,6308,4
moucharder,VERB,6308,36
indéchirable,ADJ,6307,2
ligulé,ADJ,6307,4
surinfecter,ADJ,6307,4
théandrique,ADJ,6306,2
aneth,NOUN,6306,2
bourroir,NOUN,6306,2
gnosique,ADJ,6303,2
minéralisant,ADJ,6303,4
toarcien,NOUN,6302,2
tswana,NOUN,6301,2
mégacycle,NOUN,6300,2
réimporter,VERB,6299,36
myocyte,NOUN,6296,2
primarité,NOUN,6296,2
chantefable,NOUN,6295,2
republication,NOUN,6295,2
dégommage,NOUN,6294,2
iconoclastie,NOUN,6294,2
oligomère,NOUN,6294,2
sarter,VERB,6293,36
enrégimentement,NOUN,6292,2
vidéaste,NOUN,6291,2
pluche,NOUN,6290,2
emmerder,ADJ,6288,4
impaludation,NOUN,6288,2
hydragogue,ADJ,6286,2
radiogénique,ADJ,6286,2
bactéroïde,NOUN,6286,2
kawa,NOUN,6286,2
talaire,ADJ,6285,2
murrhin,ADJ,6285,4
cyanobactérie,NOUN,6285,2
suroxydation,NOUN,6285,2
œcuménicité,NOUN,6285,2
spectrométrique,ADJ,6284,2
speiss,NOUN,6284,1
flashback,NOUN,6284,2
poiler,VERB,6284,36
pervertissement,ADV,6280,1
chalazion,NOUN,6280,2
intuitivité,NOUN,6280,2
goûteux,ADJ,6278,3
immunologiste,NOUN,6278,2
redémarrer,ADJ,6276,4
superman,NOUN,6276,3
charrière,NOUN,6275,2
succenturié,ADJ,6274,4
merdier,NOUN,6274,2
huronien,ADJ,6273,4
hayon,NOUN,6273,2
picotage,NOUN,6273,2
ratatinement,NOUN,6271,2
inexhaustible,ADJ,6270,2
agrarisme,NOUN,6270,2
mégalithisme,NOUN,6270,2
montbéliard,NOUN,6270,4
réensemencer,ADJ,6269,4
désoxygéner,ADJ,6267,4
sustenter,ADJ,6267,4
brinquebaler,VERB,6267,36
présomptueusement,ADV,6266,1
moabite,NOUN,6266,2
mâchonnement,NOUN,6266,2
paneterie,NOUN,6266,2
pulmonique,NOUN,6266,2
arcboutant,NOUN,6265,2
changeable,ADJ,6264,2
herpétiforme,ADJ,6264,2
ripicole,ADJ,6264,2
ragtime,NOUN,6264,2
badigeonneur,NOUN,6264,4
orientateur,NOUN,6263,4
paréo,NOUN,6262,2
rhinopharyngite,NOUN,6262,2
revoter,VERB,6262,36
dubitativement,ADV,6261,1
heptarchie,NOUN,6260,2
plausiblement,ADV,6258,1
drève,NOUN,6258,2
ménopausique,ADJ,6257,2
gypaète,NOUN,6257,2
désaccoutumer,ADJ,6256,4
archiphonème,NOUN,6256,2
microséisme,NOUN,6256,2
citharède,NOUN,6255,2
dermatoglyphe,NOUN,6255,2
dépiler,VERB,6253,36
bronchopneumopathie,NOUN,6252,2
insulinodépendant,NOUN,6252,4
saquer,VERB,6252,36
indigestible,ADJ,6251,2
brosseur,NOUN,6251,4
brunissage,NOUN,6249,2
luisance,NOUN,6248,2
réformette,NOUN,6248,2
métempirique,ADJ,6246,2
graniteux,ADJ,6245,3
anaérobique,ADJ,6243,2
polysome,NOUN,6238,2
sulfosel,NOUN,6238,2
bébête,NOUN,6237,2
peeling,NOUN,6237,2
rasette,NOUN,6237,2
gobelin,NOUN,6237,4
gueuler,ADJ,6235,4
gluconique,ADJ,6234,2
empeser,VERB,6233,36
natrémie,NOUN,6232,2
bousiller,ADJ,6230,4
amyloplaste,NOUN,6230,2
biofeedback,NOUN,6230,2
retape,NOUN,6230,2
bactériologue,NOUN,6229,2
colvert,NOUN,6229,2
désoxygénation,NOUN,6229,2
alèse,NOUN,6226,2
préclinique,ADJ,6225,2
écrabouiller,ADJ,6225,4
spermophile,NOUN,6225,2
accordable,ADJ,6224,2
trimère,NOUN,6224,2
artificialiser,ADJ,6223,4
cogérer,ADJ,6223,4
cryothérapie,NOUN,6222,2
smalt,NOUN,6222,2
dérochement,NOUN,6220,2
trinidadien,NOUN,6220,4
pédoclimatique,ADJ,6219,2
débonder,VERB,6219,36
thermomagnétique,ADJ,6217,2
pléochroïsme,NOUN,6217,2
alcazar,NOUN,6216,2
irréfragablement,ADV,6214,1
préfixal,ADJ,6212,4
faculaire,ADJ,6211,2
bastiais,NOUN,6211,3
kleptomane,NOUN,6210,2
pétoire,NOUN,6210,2
déglacer,VERB,6210,36
sertisseur,NOUN,6209,4
dinoflagellé,NOUN,6208,2
démagogiquement,ADV,6207,1
galantine,NOUN,6206,2
partageur,NOUN,6206,4
clonidine,NOUN,6205,2
capitulairement,ADV,6204,1
antimondialisation,NOUN,6204,2
évitage,NOUN,6204,2
piaulement,NOUN,6203,2
boisselier,NOUN,6203,4
spiraloïde,ADJ,6202,2
épigastralgie,NOUN,6202,2
surmulet,NOUN,6201,2
subcellulaire,ADJ,6199,2
stipité,ADJ,6198,4
enjouer,VERB,6198,36
hyperesthésique,ADJ,6197,2
bifidus,NOUN,6195,1
cahotement,NOUN,6195,2
gentilé,NOUN,6195,2
celtisme,NOUN,6194,2
cercosporiose,NOUN,6194,2
contrepassation,NOUN,6194,2
abkhaze,NOUN,6193,2
enjambeur,ADJ,6192,4
bistournage,NOUN,6192,2
lérot,NOUN,6192,2
motopropulseur,NOUN,6192,2
hyperkinétique,ADJ,6191,2
bombage,NOUN,6191,2
cheddite,NOUN,6190,2
natrum,NOUN,6190,2
pateliner,VERB,6189,36
ondemètre,NOUN,6188,2
tennisman,NOUN,6188,3
prouvable,ADJ,6187,2
mignonnet,ADJ,6187,4
positiver,ADJ,6186,4
esponton,NOUN,6186,2
ethnicisme,NOUN,6186,2
diplégie,NOUN,6185,2
stater,ADJ,6184,4
porteplume,NOUN,6183,2
acétamide,NOUN,6182,2
merceriser,ADJ,6181,4
addict,NOUN,6181,2
botaniquement,ADV,6180,1
canéphore,NOUN,6180,2
piscivore,NOUN,6180,2
dégoiser,VERB,6180,36
inapprochable,ADJ,6179,2
hpz,NOUN,6179,1
codirection,NOUN,6179,2
subjectiver,ADJ,6178,4
amphictyon,NOUN,6178,2
fouaille,NOUN,6178,2
auditer,ADJ,6176,4
postdoctoral,ADJ,6176,4
similairement,ADV,6176,1
désulfurer,ADJ,6175,4
cumulard,NOUN,6175,4
danien,ADJ,6174,4
consonantisme,NOUN,6174,2
chapelure,NOUN,6172,2
pentode,NOUN,6171,2
sextine,NOUN,6171,2
tocante,NOUN,6171,2
intéroceptif,ADJ,6170,4
remâcher,ADJ,6170,4
exotérisme,NOUN,6170,2
primordialité,NOUN,6170,2
ultrafiltrer,VERB,6170,36
européanité,NOUN,6169,2
fleurissement,NOUN,6169,2
rhabilleur,NOUN,6168,4
cumulonimbus,NOUN,6167,1
tequila,NOUN,6167,2
ethnogenèse,NOUN,6166,2
ceylanais,NOUN,6166,3
turlupinade,NOUN,6165,2
circulateur,NOUN,6164,2
présénile,ADJ,6163,2
haltérophile,NOUN,6163,2
imine,NOUN,6163,2
plastiquer,ADJ,6162,4
chicon,NOUN,6162,2
marasquin,NOUN,6162,2
préemptif,ADJ,6161,4
hyperlipémie,NOUN,6161,2
secondine,NOUN,6161,2
snober,VERB,6160,36
buche,NOUN,6159,2
coulissement,NOUN,6158,2
allométrique,ADJ,6157,2
alloc,NOUN,6157,2
exvoto,NOUN,6157,2
nanotube,NOUN,6156,2
cryptologie,NOUN,6155,2
irradiance,NOUN,6155,2
isogone,ADJ,6153,2
isogone,NOUN,6153,2
périlleusement,ADV,6152,1
fentanyl,NOUN,6152,2
désabonnement,NOUN,6151,2
moie,NOUN,6150,2
cantaloup,NOUN,6148,2
duramen,NOUN,6148,2
osmomètre,NOUN,6148,2
cytomégalovirus,NOUN,6147,1
cornard,NOUN,6147,2
indénombrable,ADJ,6145,2
déchainer,ADJ,6145,4
pouillerie,NOUN,6145,2
débatteur,NOUN,6145,4
singer,ADJ,6142,4
tiser,ADJ,6141,4
folichon,ADJ,6140,4
freinateur,ADJ,6140,4
photoconducteur,ADJ,6140,4
saligaud,NOUN,6140,4
fébricule,NOUN,6139,2
gloriette,NOUN,6139,2
louanger,ADJ,6138,4
hémièdre,ADJ,6137,2
ziggourat,NOUN,6137,2
barrement,NOUN,6136,2
racketter,VERB,6135,36
bionique,ADJ,6133,2
hydroponique,ADJ,6133,2
bionique,NOUN,6133,2
saxhorn,NOUN,6133,2
rhénium,NOUN,6132,2
souverainisme,NOUN,6132,2
ébauchage,NOUN,6132,2
apagogique,ADJ,6131,2
smalah,NOUN,6131,2
chamoiser,ADJ,6130,4
vrombissant,ADJ,6130,4
intolérablement,ADV,6129,1
réfléchissement,NOUN,6129,2
cyan,ADJ,6128,1
décarburer,ADJ,6128,4
cyan,NOUN,6128,2
sylvine,NOUN,6127,2
isoglucose,NOUN,6126,2
mémorisable,ADJ,6125,2
gongorisme,NOUN,6125,2
baryonique,ADJ,6124,2
phytocénose,NOUN,6124,2
grignotement,NOUN,6123,2
margarita,NOUN,6123,2
précariser,VERB,6123,36
onyxis,NOUN,6122,1
tubuline,NOUN,6122,2
actuariat,NOUN,6119,2
dossière,NOUN,6118,2
opiniâtrer,ADJ,6115,4
linalol,NOUN,6115,2
microniser,ADJ,6114,4
décocté,NOUN,6114,2
nobliau,NOUN,6114,2
éolipyle,NOUN,6114,2
entredévorer,VERB,6114,26
aspersoir,NOUN,6113,2
monodimensionnel,ADJ,6112,4
exotoxine,NOUN,6112,2
télésiège,NOUN,6112,2
affixation,NOUN,6111,2
boost,NOUN,6109,2
échevinat,NOUN,6109,2
mangoustan,NOUN,6108,2
sporotrichose,NOUN,6108,2
axinite,NOUN,6107,2
hebdomadier,NOUN,6107,4
synarchique,ADJ,6106,2
daterie,NOUN,6106,2
caudataire,ADJ,6105,2
diachylum,NOUN,6105,1
caudataire,NOUN,6105,2
nasopharynx,NOUN,6104,1
sphygmomanomètre,NOUN,6104,2
débroussailleur,NOUN,6104,4
cérumineux,ADJ,6103,3
xérès,NOUN,6103,1
dessalage,NOUN,6103,2
golem,NOUN,6102,2
parfin,NOUN,6101,1
cnémide,NOUN,6101,2
galipette,NOUN,6101,2
mésomorphe,ADJ,6099,2
seriner,ADJ,6099,4
anachroniquement,ADV,6099,1
maffieux,NOUN,6099,3
québécisme,NOUN,6098,2
apiol,NOUN,6097,2
recopiage,NOUN,6097,2
fluxmètre,NOUN,6096,2
toungouse,NOUN,6096,2
draineur,NOUN,6096,4
cœnure,NOUN,6094,2
fouace,NOUN,6093,2
adonis,NOUN,6092,1
lahar,NOUN,6092,2
somatopleure,NOUN,6092,2
impermanent,ADJ,6091,4
taximan,NOUN,6091,3
démilitariser,VERB,6091,36
suralimenter,VERB,6091,36
actionnement,NOUN,6090,2
apraxique,NOUN,6090,2
déflagrer,VERB,6090,37
magnétoélectrique,ADJ,6086,2
baliseur,NOUN,6086,2
buna,NOUN,6086,2
paella,NOUN,6085,2
autocatalytique,ADJ,6084,2
bisbille,NOUN,6084,2
boursoufflure,NOUN,6084,2
trichromie,NOUN,6084,2
acidifiable,ADJ,6083,2
sidérostat,NOUN,6082,2
rigodon,NOUN,6081,2
disertement,ADV,6080,1
carnitine,NOUN,6080,2
minnesinger,NOUN,6080,2
romanisant,NOUN,6080,4
dimissoire,NOUN,6079,2
physiognomoniste,NOUN,6079,2
stot,NOUN,6079,2
tétin,NOUN,6079,2
munificent,ADJ,6078,4
remobiliser,ADJ,6078,4
réseautage,NOUN,6078,2
blabla,NOUN,6077,2
chimiotactisme,NOUN,6077,2
ensacher,VERB,6077,36
antimalarique,ADJ,6076,2
redescente,NOUN,6076,2
rhodoïd,NOUN,6076,2
sensoriellement,ADV,6075,1
transgenèse,NOUN,6075,2
aristophanesque,ADJ,6074,2
iourte,NOUN,6074,2
découvrement,NOUN,6073,2
aitre,NOUN,6070,2
rougeoleux,NOUN,6070,3
précharger,VERB,6070,36
cholestérique,ADJ,6069,2
repliable,ADJ,6069,2
recadrer,ADJ,6069,4
siliconer,ADJ,6069,4
graduateur,NOUN,6069,2
ululer,VERB,6069,37
dépassable,ADJ,6068,2
susurrer,ADJ,6067,4
veloutier,NOUN,6066,2
naphténique,ADJ,6065,2
coudoiement,NOUN,6065,2
fusel,NOUN,6065,2
chambarder,VERB,6065,36
démouler,ADJ,6063,4
tétrodon,NOUN,6063,2
gabbroïque,ADJ,6061,2
phallocratique,ADJ,6061,2
digramme,NOUN,6060,2
paranymphe,NOUN,6059,2
inconsommable,ADJ,6058,2
gouacher,ADJ,6058,4
charcuter,VERB,6058,36
encâblure,NOUN,6056,2
bréviligne,NOUN,6054,2
hocco,NOUN,6054,2
dégouter,VERB,6054,36
isospin,NOUN,6053,2
dione,NOUN,6052,2
myéloblaste,NOUN,6051,2
polyandre,NOUN,6051,2
surchauffage,NOUN,6051,2
pisolitique,ADJ,6050,2
peller,ADJ,6050,4
statoréacteur,NOUN,6050,2
suiviste,NOUN,6050,2
hissage,NOUN,6049,2
nasonnement,NOUN,6049,2
chaudronner,ADJ,6047,4
chaudronné,ADJ,6047,4
partialement,ADV,6046,1
fraichement,ADV,6045,1
coxofémoral,ADJ,6044,4
héroïcité,NOUN,6044,2
sinisation,NOUN,6043,2
pétrologie,NOUN,6042,2
artiller,VERB,6042,37
lésionnaire,ADJ,6041,2
exciseur,NOUN,6038,4
resquiller,VERB,6038,36
faiblard,ADJ,6037,4
émulateur,NOUN,6036,4
appontage,NOUN,6035,2
caramélisation,NOUN,6035,2
lacanisme,NOUN,6034,2
villanelle,NOUN,6034,2
désaliéner,ADJ,6033,4
cadmie,NOUN,6033,2
daguet,NOUN,6033,2
kanamycine,NOUN,6032,2
préuniversitaire,ADJ,6031,2
halitueux,ADJ,6031,3
cinnamome,NOUN,6031,2
sociocratie,NOUN,6030,2
galgal,NOUN,6029,2
filerie,NOUN,6027,2
catalogueur,NOUN,6027,4
neurotoxine,NOUN,6025,2
sororité,NOUN,6025,2
saccharifier,ADJ,6024,4
streaming,NOUN,6024,2
bucrane,NOUN,6022,2
escargotière,NOUN,6019,2
enrageant,ADJ,6018,4
microchimie,NOUN,6018,2
rewriting,NOUN,6018,2
écrabouiller,VERB,6017,36
moléculairement,ADV,6016,1
pistage,NOUN,6016,2
hébéphrénique,ADJ,6015,2
prépsychotique,ADJ,6014,2
pairesse,NOUN,6014,2
emmitoufler,VERB,6014,36
aguardiente,NOUN,6013,2
leucoxène,NOUN,6013,2
panspermie,NOUN,6013,2
corseter,VERB,6013,36
carcajou,NOUN,6012,2
dessouchage,NOUN,6012,2
insalivation,NOUN,6011,2
galipot,NOUN,6010,2
micropipette,NOUN,6010,2
tunnelier,NOUN,6010,2
zip,NOUN,6009,2
déraser,ADJ,6008,4
méjuger,VERB,6008,36
codicillaire,ADJ,6006,2
polyamine,NOUN,6006,2
origénisme,NOUN,6005,2
spirée,NOUN,6005,2
essentialiser,VERB,6005,36
vintage,ADJ,6004,2
dactylologie,NOUN,6004,2
vintage,NOUN,6004,2
salicole,ADJ,6003,2
flancher,ADJ,6003,4
grasserie,NOUN,6003,2
géomatique,ADJ,6002,2
géomatique,NOUN,6002,2
alkylation,NOUN,6001,2
chagrinant,ADJ,6000,4
ensellé,ADJ,5998,4
intoxicant,ADJ,5998,4
reconquérant,ADJ,5998,4
assagissement,NOUN,5998,2
exosquelette,NOUN,5998,2
saucer,ADJ,5997,4
tarpéien,ADJ,5997,4
télomère,NOUN,5997,2
dynode,NOUN,5996,2
shogunal,ADJ,5995,4
blépharoplastie,NOUN,5995,2
épisiotomie,NOUN,5994,2
diamanter,VERB,5994,36
motoriser,VERB,5994,36
bismuthé,ADJ,5993,4
régressivement,ADV,5993,1
décaféiner,ADJ,5992,4
choreute,NOUN,5992,2
gréciser,ADJ,5990,4
bilirubinémie,NOUN,5990,2
curling,NOUN,5990,2
tachisme,NOUN,5990,2
chryséléphantin,ADJ,5989,4
métabole,ADJ,5988,2
chamarrure,NOUN,5988,2
hyperkinésie,NOUN,5988,2
métabole,NOUN,5988,2
pseudépigraphe,NOUN,5988,2
emblématiquement,ADV,5987,1
défibrer,VERB,5987,36
alunifère,ADJ,5986,2
géostatistique,NOUN,5986,2
écorchement,NOUN,5986,2
préprogrammé,ADJ,5984,4
micropolluant,NOUN,5984,2
oiseler,VERB,5983,50
inuktitut,NOUN,5981,2
écimer,ADJ,5979,4
butène,NOUN,5979,2
yakoute,NOUN,5979,2
repartager,VERB,5979,36
repétrir,VERB,5978,29
cafter,VERB,5978,36
chaulmoogra,NOUN,5977,2
écrêter,ADJ,5976,4
agrostis,NOUN,5976,1
soûlerie,NOUN,5976,2
radiotechnique,ADJ,5975,2
hypomanie,NOUN,5975,2
radiotechnique,NOUN,5975,2
toussotement,NOUN,5975,2
groggy,ADJ,5973,1
basileis,NOUN,5972,1
monophylétique,ADJ,5970,2
pneumonectomie,NOUN,5968,2
vulgarisme,NOUN,5968,2
sulfurisé,ADJ,5967,4
fluoration,NOUN,5967,2
lectine,NOUN,5967,2
calaison,NOUN,5965,2
pneumologue,NOUN,5965,2
aubois,NOUN,5965,3
andouillette,NOUN,5964,2
débouquement,NOUN,5964,2
encorder,VERB,5964,36
mangerie,NOUN,5963,2
homoparental,ADJ,5962,4
guillochis,NOUN,5962,1
bombonne,NOUN,5961,2
dragline,NOUN,5961,2
chevillage,NOUN,5959,2
diéser,ADJ,5958,4
eupatride,NOUN,5958,2
faxer,VERB,5958,36
lotionner,VERB,5957,36
graptolite,NOUN,5955,2
métacercaire,NOUN,5955,2
souquer,VERB,5955,36
céphalisation,NOUN,5954,2
faisandeau,NOUN,5954,2
réimposer,VERB,5954,36
gélivité,NOUN,5953,2
schistosome,NOUN,5952,2
corégone,NOUN,5951,2
ragondin,NOUN,5951,2
décalcifiant,ADJ,5949,4
hélianthine,NOUN,5949,2
contusionner,VERB,5948,36
guignolesque,ADJ,5947,2
conservationniste,NOUN,5947,2
érythropoïétine,NOUN,5947,2
étriquer,VERB,5947,36
fadasse,ADJ,5946,2
jacquard,NOUN,5946,2
apochromatique,ADJ,5945,2
bêcheur,NOUN,5945,4
vanneur,NOUN,5945,4
méhara,NOUN,5944,1
hétérochronie,NOUN,5944,2
rémora,NOUN,5944,2
autoréguler,VERB,5944,36
orcanette,NOUN,5943,2
exfoliant,ADJ,5942,4
commissionnement,NOUN,5942,2
tribade,NOUN,5942,2
bélandre,NOUN,5941,2
ovovivipare,ADJ,5940,2
transsuder,ADJ,5940,4
compulsivement,ADV,5940,1
ovovivipare,NOUN,5940,2
périclitant,ADJ,5939,4
bétonneur,NOUN,5939,4
stratotype,NOUN,5938,2
jaïnisme,NOUN,5935,2
mercantilisation,NOUN,5935,2
gribouille,NOUN,5934,2
obstructionniste,NOUN,5934,2
novlangue,NOUN,5933,2
rogneur,NOUN,5933,4
bolométrique,ADJ,5932,2
mimosée,ADJ,5932,2
mimosée,NOUN,5932,2
addisonien,NOUN,5932,4
hirudinée,NOUN,5931,2
hémagglutinine,NOUN,5931,2
actualisable,ADJ,5930,2
baptisme,NOUN,5930,2
intermodulation,NOUN,5930,2
imprésentable,ADJ,5929,2
géomembrane,NOUN,5929,2
caféique,ADJ,5928,2
motteux,NOUN,5928,1
dramatisme,NOUN,5928,2
berçante,NOUN,5927,2
pignada,NOUN,5926,2
organeau,NOUN,5925,2
chineur,NOUN,5925,4
acidiphile,ADJ,5924,2
salafisme,NOUN,5923,2
déconstruisant,ADJ,5921,4
plurinominal,ADJ,5920,4
ovoïdal,ADJ,5919,4
alcoolé,NOUN,5919,2
sociogenèse,NOUN,5918,2
décrotter,VERB,5918,36
monosaccharide,NOUN,5916,2
insensibiliser,ADJ,5915,4
insécure,ADJ,5914,2
limnique,ADJ,5914,2
datagramme,NOUN,5914,2
hippiatre,NOUN,5913,2
bénédicité,NOUN,5912,2
microchirurgie,NOUN,5912,2
harceleur,NOUN,5912,4
hélion,NOUN,5911,2
unau,NOUN,5911,2
pyréthrinoïde,NOUN,5910,2
autodéterminer,ADJ,5909,4
superfluide,ADJ,5908,2
endémiquement,ADV,5908,1
cantre,NOUN,5908,2
superfluide,NOUN,5908,2
ethnopsychologie,NOUN,5907,2
orthogenèse,NOUN,5907,2
osculation,NOUN,5906,2
génovéfain,ADJ,5905,2
barbant,ADJ,5905,4
replâtrer,ADJ,5905,4
génovéfain,NOUN,5905,2
scotomisation,NOUN,5905,2
précéramique,ADJ,5904,2
brigadiste,NOUN,5904,2
scénaristique,ADJ,5903,2
plancha,NOUN,5903,2
hypergenèse,NOUN,5902,2
phalanger,NOUN,5902,2
uvulaire,ADJ,5901,2
heiduque,NOUN,5901,2
uvulaire,NOUN,5901,2
volcanologique,ADJ,5900,2
immunologiquement,ADV,5900,1
annalité,NOUN,5900,2
ristretto,NOUN,5900,2
sybaritisme,NOUN,5900,2
transpositeur,NOUN,5900,4
causalisme,NOUN,5898,2
paléomagnétisme,NOUN,5898,2
antirouille,ADJ,5896,2
antirouille,NOUN,5896,2
racème,NOUN,5895,2
sociodrame,NOUN,5895,2
cyclohexanone,NOUN,5894,2
atropinique,ADJ,5893,2
anthropomorphiser,ADJ,5893,4
thérapeutiquement,ADV,5893,1
ineffabilité,NOUN,5892,2
géopoliticien,NOUN,5892,4
oxford,NOUN,5891,2
étouffage,NOUN,5891,2
cavée,NOUN,5890,2
époussette,NOUN,5890,2
hypokhâgne,NOUN,5889,2
jumenterie,NOUN,5889,2
oxygénase,NOUN,5888,2
colatitude,NOUN,5887,2
splanchnopleure,NOUN,5886,2
géoéconomique,ADJ,5885,2
amicaliste,NOUN,5885,2
béluga,NOUN,5885,2
hydroptère,NOUN,5885,2
néopositivisme,NOUN,5885,2
radiométrie,NOUN,5885,2
armilles,NOUN,5884,1
poêlier,NOUN,5884,2
présentisme,NOUN,5884,2
sapine,NOUN,5884,2
voltaire,NOUN,5883,2
heimatlos,NOUN,5882,1
médicaliser,VERB,5882,36
homotopie,NOUN,5881,2
municipaliser,VERB,5881,36
ventrée,NOUN,5880,2
zouk,NOUN,5880,2
tarbais,NOUN,5880,3
eurocrate,NOUN,5879,2
déconvolution,NOUN,5878,2
syndication,NOUN,5878,2
urgentiste,NOUN,5878,2
paraphrasable,ADJ,5877,2
photique,ADJ,5877,2
opsonine,NOUN,5876,2
paronymie,NOUN,5876,2
besson,NOUN,5875,4
autotélique,ADJ,5874,2
hydrogel,NOUN,5874,2
gaga,NOUN,5873,2
allate,ADJ,5872,2
éclisser,ADJ,5872,4
contadin,NOUN,5872,4
bigrement,ADV,5871,1
